"year,"" month"",""carrier"",""carrier_name"",""airport"",""airport_name"",""arr_flights"",""arr_del15"",""carrier_ct"","" weather_ct"",""nas_ct"",""security_ct"",""late_aircraft_ct"",""arr_cancelled"",""arr_diverted"","" arr_delay"","" carrier_delay"",""weather_delay"",""nas_delay"",""security_delay"",""late_aircraft_delay"","
"2020,12,""B6"",""JetBlue Airways"",""BZN"",""Bozeman, MT: Bozeman Yellowstone International"",12.00,1.00,0.01,0.00,0.37,0.00,0.62,0.00,0.00,144.00,2.00,0.00,53.00,0.00,89.00,"
"2020,12,""B6"",""JetBlue Airways"",""CHS"",""Charleston, SC: Charleston AFB/International"",77.00,19.00,8.42,1.42,6.38,0.00,2.77,1.00,0.00,1172.00,592.00,104.00,300.00,0.00,176.00,"
"2020,12,""B6"",""JetBlue Airways"",""CLE"",""Cleveland, OH: Cleveland-Hopkins International"",45.00,5.00,1.17,0.73,1.37,0.00,1.73,0.00,0.00,341.00,42.00,104.00,90.00,0.00,105.00,"
"2020,12,""B6"",""JetBlue Airways"",""CLT"",""Charlotte, NC: Charlotte Douglas International"",18.00,5.00,3.32,0.69,0.99,0.00,0.00,0.00,0.00,644.00,338.00,183.00,123.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""DCA"",""Washington, DC: Ronald Reagan Washington National"",247.00,44.00,21.25,1.89,7.66,1.25,11.95,0.00,0.00,3216.00,1378.00,276.00,414.00,44.00,1104.00,"
"2020,12,""B6"",""JetBlue Airways"",""DEN"",""Denver, CO: Denver International"",47.00,5.00,1.04,0.47,2.53,0.00,0.96,0.00,0.00,159.00,26.00,15.00,63.00,0.00,55.00,"
"2020,12,""B6"",""JetBlue Airways"",""DFW"",""Dallas/Fort Worth, TX: Dallas/Fort Worth International"",30.00,10.00,5.07,1.34,2.79,0.00,0.80,0.00,0.00,1109.00,326.00,474.00,273.00,0.00,36.00,"
"2020,12,""B6"",""JetBlue Airways"",""DTW"",""Detroit, MI: Detroit Metro Wayne County"",34.00,4.00,1.82,1.36,0.61,0.00,0.21,1.00,0.00,347.00,129.00,151.00,61.00,0.00,6.00,"
"2020,12,""B6"",""JetBlue Airways"",""EWR"",""Newark, NJ: Newark Liberty International"",670.00,140.00,55.73,0.00,42.36,1.35,40.55,13.00,0.00,8136.00,3312.00,0.00,1784.00,53.00,2987.00,"
"2020,12,""B6"",""JetBlue Airways"",""FLL"",""Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"",1153.00,266.00,97.28,2.93,126.89,1.53,37.37,11.00,1.00,13747.00,6214.00,351.00,4509.00,53.00,2620.00,"
"2020,12,""B6"",""JetBlue Airways"",""HDN"",""Hayden, CO: Yampa Valley"",10.00,3.00,2.33,0.00,0.67,0.00,0.00,0.00,0.00,77.00,65.00,0.00,12.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""HPN"",""White Plains, NY: Westchester County"",214.00,39.00,14.93,0.00,16.11,0.00,7.95,2.00,1.00,2852.00,1329.00,0.00,791.00,0.00,732.00,"
"2020,12,""B6"",""JetBlue Airways"",""IAH"",""Houston, TX: George Bush Intercontinental/Houston"",33.00,7.00,2.58,0.18,4.24,0.00,0.00,0.00,0.00,774.00,393.00,35.00,346.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""JAX"",""Jacksonville, FL: Jacksonville International"",91.00,22.00,12.94,0.00,5.18,0.00,3.88,1.00,0.00,1395.00,815.00,0.00,269.00,0.00,311.00,"
"2020,12,""B6"",""JetBlue Airways"",""JFK"",""New York, NY: John F. Kennedy International"",1278.00,249.00,78.89,0.00,102.66,1.72,65.73,19.00,1.00,15288.00,4985.00,0.00,3480.00,42.00,6781.00,"
"2020,12,""B6"",""JetBlue Airways"",""LAS"",""Las Vegas, NV: McCarran International"",129.00,21.00,5.87,1.00,10.40,0.00,3.73,1.00,0.00,1681.00,1076.00,60.00,390.00,0.00,155.00,"
"2020,12,""B6"",""JetBlue Airways"",""LAX"",""Los Angeles, CA: Los Angeles International"",505.00,74.00,25.21,2.53,36.14,0.00,10.13,5.00,1.00,4719.00,2728.00,280.00,1064.00,0.00,647.00,"
"2020,12,""B6"",""JetBlue Airways"",""LGA"",""New York, NY: LaGuardia"",81.00,17.00,5.81,0.00,3.46,0.00,7.73,0.00,0.00,1544.00,294.00,0.00,190.00,0.00,1060.00,"
"2020,12,""B6"",""JetBlue Airways"",""MCO"",""Orlando, FL: Orlando International"",954.00,204.00,87.47,1.72,79.15,0.00,35.66,8.00,3.00,12904.00,6226.00,118.00,2954.00,0.00,3606.00,"
"2020,12,""B6"",""JetBlue Airways"",""MSP"",""Minneapolis, MN: Minneapolis-St Paul International"",20.00,2.00,0.00,1.71,0.29,0.00,0.00,1.00,0.00,457.00,0.00,353.00,104.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""MSY"",""New Orleans, LA: Louis Armstrong New Orleans International"",49.00,13.00,5.92,0.27,3.56,0.00,3.25,0.00,0.00,897.00,407.00,29.00,159.00,0.00,302.00,"
"2020,12,""B6"",""JetBlue Airways"",""MTJ"",""Montrose/Delta, CO: Montrose Regional"",6.00,1.00,0.00,0.98,0.02,0.00,0.00,0.00,0.00,98.00,0.00,96.00,2.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""ORD"",""Chicago, IL: Chicago O'Hare International"",57.00,12.00,5.26,0.49,4.73,0.00,1.52,0.00,0.00,1013.00,438.00,196.00,251.00,0.00,128.00,"
"2020,12,""B6"",""JetBlue Airways"",""PBI"",""West Palm Beach/Palm Beach, FL: Palm Beach International"",366.00,88.00,24.27,2.31,46.93,0.00,14.49,4.00,0.00,5666.00,2112.00,278.00,1863.00,0.00,1413.00,"
"2020,12,""B6"",""JetBlue Airways"",""PDX"",""Portland, OR: Portland International"",13.00,2.00,1.96,0.00,0.00,0.00,0.04,2.00,0.00,397.00,381.00,0.00,0.00,0.00,16.00,"
"2020,12,""B6"",""JetBlue Airways"",""PHL"",""Philadelphia, PA: Philadelphia International"",142.00,28.00,12.85,0.00,10.78,0.00,4.37,0.00,0.00,1705.00,565.00,0.00,308.00,0.00,832.00,"
"2020,12,""B6"",""JetBlue Airways"",""PHX"",""Phoenix, AZ: Phoenix Sky Harbor International"",60.00,13.00,2.65,2.34,5.22,0.00,2.80,0.00,0.00,848.00,266.00,129.00,278.00,0.00,175.00,"
"2020,12,""B6"",""JetBlue Airways"",""PIT"",""Pittsburgh, PA: Pittsburgh International"",52.00,9.00,4.06,0.00,2.24,0.00,2.71,1.00,0.00,308.00,188.00,0.00,72.00,0.00,48.00,"
"2020,12,""B6"",""JetBlue Airways"",""PSP"",""Palm Springs, CA: Palm Springs International"",5.00,1.00,0.76,0.00,0.24,0.00,0.00,1.00,0.00,49.00,37.00,0.00,12.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""PVD"",""Providence, RI: Theodore Francis Green State"",82.00,11.00,2.42,0.00,4.03,0.00,4.55,0.00,0.00,697.00,301.00,0.00,157.00,0.00,239.00,"
"2020,12,""B6"",""JetBlue Airways"",""RDU"",""Raleigh/Durham, NC: Raleigh-Durham International"",136.00,30.00,16.11,0.47,7.04,0.00,6.38,1.00,0.00,1453.00,874.00,63.00,271.00,0.00,245.00,"
"2020,12,""B6"",""JetBlue Airways"",""RIC"",""Richmond, VA: Richmond International"",118.00,23.00,10.78,0.00,7.49,0.13,4.60,0.00,0.00,1051.00,599.00,0.00,255.00,4.00,193.00,"
"2020,12,""B6"",""JetBlue Airways"",""RNO"",""Reno, NV: Reno/Tahoe International"",21.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,180.00,165.00,0.00,15.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""ROC"",""Rochester, NY: Greater Rochester International"",32.00,10.00,6.20,0.00,1.62,0.00,2.18,0.00,0.00,1097.00,704.00,0.00,122.00,0.00,271.00,"
"2020,12,""B6"",""JetBlue Airways"",""RSW"",""Fort Myers, FL: Southwest Florida International"",367.00,60.00,19.93,1.65,27.06,0.64,10.71,4.00,1.00,3777.00,1529.00,558.00,1080.00,29.00,581.00,"
"2020,12,""B6"",""JetBlue Airways"",""SAN"",""San Diego, CA: San Diego International"",85.00,19.00,6.76,4.83,6.25,0.00,1.16,1.00,0.00,1383.00,406.00,472.00,373.00,0.00,132.00,"
"2020,12,""B6"",""JetBlue Airways"",""SAV"",""Savannah, GA: Savannah/Hilton Head International"",45.00,11.00,6.94,1.90,1.21,0.00,0.95,0.00,0.00,936.00,435.00,239.00,160.00,0.00,102.00,"
"2020,12,""B6"",""JetBlue Airways"",""SEA"",""Seattle, WA: Seattle/Tacoma International"",37.00,7.00,3.44,0.48,3.08,0.00,0.00,1.00,0.00,521.00,263.00,64.00,194.00,0.00,0.00,"
"2020,12,""B6"",""JetBlue Airways"",""SFO"",""San Francisco, CA: San Francisco International"",167.00,25.00,10.36,1.98,10.81,0.00,1.85,1.00,0.00,2197.00,1221.00,410.00,387.00,0.00,179.00,"
"2020,12,""B6"",""JetBlue Airways"",""SJU"",""San Juan, PR: Luis Munoz Marin International"",708.00,167.00,79.18,4.08,61.63,0.00,22.10,11.00,1.00,10122.00,4694.00,478.00,2759.00,0.00,2191.00,"
"2020,12,""B6"",""JetBlue Airways"",""SLC"",""Salt Lake City, UT: Salt Lake City International"",84.00,18.00,5.22,0.32,7.24,0.00,5.22,0.00,0.00,833.00,393.00,9.00,226.00,0.00,205.00,"
"2020,12,""B6"",""JetBlue Airways"",""SMF"",""Sacramento, CA: Sacramento International"",13.00,4.00,0.00,0.15,1.81,0.00,2.05,0.00,0.00,207.00,0.00,15.00,118.00,0.00,74.00,"
"2020,12,""B6"",""JetBlue Airways"",""SRQ"",""Sarasota/Bradenton, FL: Sarasota/Bradenton International"",53.00,10.00,3.23,1.40,4.70,0.00,0.67,1.00,0.00,866.00,290.00,295.00,209.00,0.00,72.00,"
"2020,12,""B6"",""JetBlue Airways"",""STT"",""Charlotte Amalie, VI: Cyril E King"",44.00,6.00,3.28,0.00,1.25,0.00,1.47,3.00,0.00,478.00,219.00,0.00,85.00,0.00,174.00,"
"2020,12,""B6"",""JetBlue Airways"",""SYR"",""Syracuse, NY: Syracuse Hancock International"",43.00,6.00,2.42,0.14,1.47,0.00,1.98,0.00,1.00,454.00,110.00,11.00,80.00,0.00,253.00,"
"2020,12,""B6"",""JetBlue Airways"",""TPA"",""Tampa, FL: Tampa International"",378.00,74.00,22.79,1.01,35.35,0.00,14.85,1.00,1.00,3934.00,1389.00,235.00,1337.00,0.00,973.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ABQ"",""Albuquerque, NM: Albuquerque International Sunport"",41.00,4.00,3.37,0.00,0.63,0.00,0.00,1.00,0.00,850.00,835.00,0.00,15.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ALB"",""Albany, NY: Albany International"",32.00,5.00,2.47,0.00,2.53,0.00,0.00,0.00,0.00,327.00,146.00,0.00,181.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ANC"",""Anchorage, AK: Ted Stevens Anchorage International"",158.00,31.00,8.07,0.88,17.31,0.00,4.75,2.00,0.00,1234.00,282.00,55.00,638.00,0.00,259.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ATL"",""Atlanta, GA: Hartsfield-Jackson Atlanta International"",12420.00,1286.00,414.32,15.49,650.12,7.00,199.07,74.00,6.00,72853.00,38827.00,2024.00,20028.00,364.00,11610.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""AUS"",""Austin, TX: Austin - Bergstrom International"",406.00,98.00,29.20,0.38,61.56,0.00,6.86,1.00,1.00,5917.00,3385.00,45.00,2102.00,0.00,385.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BDL"",""Hartford, CT: Bradley International"",111.00,21.00,8.22,1.00,11.17,0.00,0.61,0.00,0.00,1371.00,443.00,631.00,278.00,0.00,19.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BHM"",""Birmingham, AL: Birmingham-Shuttlesworth International"",78.00,7.00,5.29,0.00,1.71,0.00,0.00,0.00,0.00,243.00,197.00,0.00,46.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BIL"",""Billings, MT: Billings Logan International"",,,,,,,,,,,,,,,,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BNA"",""Nashville, TN: Nashville International"",408.00,58.00,19.57,0.67,32.16,0.00,5.60,7.00,0.00,2407.00,972.00,40.00,1013.00,0.00,382.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BOI"",""Boise, ID: Boise Air Terminal"",127.00,14.00,7.46,0.40,5.35,0.00,0.79,2.00,1.00,688.00,438.00,28.00,207.00,0.00,15.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BOS"",""Boston, MA: Logan International"",763.00,124.00,39.86,5.05,54.78,0.00,24.30,21.00,1.00,6274.00,2431.00,340.00,1975.00,0.00,1528.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BUF"",""Buffalo, NY: Buffalo Niagara International"",48.00,3.00,1.39,0.00,0.69,0.00,0.92,0.00,0.00,143.00,28.00,0.00,19.00,0.00,96.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BWI"",""Baltimore, MD: Baltimore/Washington International Thurgood Marshall"",287.00,32.00,11.87,1.00,17.07,0.00,2.06,4.00,0.00,1101.00,597.00,53.00,366.00,0.00,85.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""BZN"",""Bozeman, MT: Bozeman Yellowstone International"",115.00,25.00,7.54,0.68,15.78,0.00,1.00,1.00,0.00,1054.00,457.00,73.00,463.00,0.00,61.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CAE"",""Columbia, SC: Columbia Metropolitan"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CHA"",""Chattanooga, TN: Lovell Field"",,,,,,,,,,,,,,,,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CHS"",""Charleston, SC: Charleston AFB/International"",230.00,18.00,11.66,0.00,3.59,0.00,2.74,0.00,0.00,521.00,303.00,0.00,87.00,0.00,131.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CLE"",""Cleveland, OH: Cleveland-Hopkins International"",170.00,21.00,9.36,0.00,8.21,0.00,3.42,0.00,0.00,709.00,359.00,0.00,190.00,0.00,160.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CLT"",""Charlotte, NC: Charlotte Douglas International"",280.00,35.00,16.10,0.00,14.65,1.00,3.25,0.00,1.00,1429.00,819.00,0.00,445.00,42.00,123.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CMH"",""Columbus, OH: John Glenn Columbus International"",165.00,19.00,8.07,0.00,9.76,0.00,1.16,1.00,0.00,600.00,304.00,0.00,268.00,0.00,28.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""CVG"",""Cincinnati, OH: Cincinnati/Northern Kentucky International"",478.00,41.00,23.12,0.00,10.50,0.00,7.37,3.00,0.00,2492.00,1650.00,0.00,383.00,0.00,459.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""DAB"",""Daytona Beach, FL: Daytona Beach International"",132.00,11.00,5.95,1.75,2.98,0.00,0.33,0.00,1.00,608.00,356.00,117.00,116.00,0.00,19.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""DAL"",""Dallas, TX: Dallas Love Field"",83.00,10.00,3.71,0.00,4.81,0.00,1.48,0.00,0.00,281.00,160.00,0.00,95.00,0.00,26.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""DCA"",""Washington, DC: Ronald Reagan Washington National"",418.00,52.00,20.92,1.00,19.13,0.00,10.95,4.00,0.00,2376.00,1171.00,41.00,535.00,0.00,629.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""DEN"",""Denver, CO: Denver International"",755.00,128.00,38.81,3.09,76.78,0.00,9.31,8.00,2.00,6716.00,3354.00,299.00,2449.00,0.00,614.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""DFW"",""Dallas/Fort Worth, TX: Dallas/Fort Worth International"",540.00,150.00,45.00,0.28,89.12,0.00,15.60,6.00,5.00,7176.00,3312.00,23.00,2751.00,0.00,1090.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""DTW"",""Detroit, MI: Detroit Metro Wayne County"",2941.00,408.00,109.16,1.93,217.89,0.00,79.03,28.00,3.00,20813.00,9911.00,77.00,6134.00,0.00,4691.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ECP"",""Panama City, FL: Northwest Florida Beaches International"",147.00,9.00,5.62,0.00,2.60,0.00,0.79,0.00,0.00,336.00,264.00,0.00,50.00,0.00,22.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""EGE"",""Eagle, CO: Eagle County Regional"",14.00,4.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00,265.00,0.00,0.00,265.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ELP"",""El Paso, TX: El Paso International"",55.00,12.00,2.12,0.00,7.69,0.00,2.19,0.00,0.00,637.00,179.00,0.00,170.00,0.00,288.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""EWR"",""Newark, NJ: Newark Liberty International"",294.00,25.00,11.65,1.20,10.19,0.00,1.96,4.00,0.00,883.00,442.00,83.00,266.00,0.00,92.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""EYW"",""Key West, FL: Key West International"",121.00,15.00,4.28,0.00,10.39,0.00,0.33,2.00,0.00,541.00,247.00,0.00,287.00,0.00,7.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""FAI"",""Fairbanks, AK: Fairbanks International"",,,,,,,,,,,,,,,,"
"2020,12,""DL"",""Delta Air Lines Inc."",""FAR"",""Fargo, ND: Hector International"",31.00,2.00,0.70,0.00,1.30,0.00,0.00,2.00,0.00,55.00,23.00,0.00,32.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""FCA"",""Kalispell, MT: Glacier Park International"",27.00,3.00,1.69,0.00,1.31,0.00,0.00,1.00,1.00,135.00,102.00,0.00,33.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""FLL"",""Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"",912.00,163.00,49.52,3.67,92.14,0.00,17.68,17.00,0.00,8002.00,3358.00,505.00,3233.00,0.00,906.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""GEG"",""Spokane, WA: Spokane International"",184.00,29.00,11.42,0.50,12.92,0.00,4.16,3.00,0.00,1149.00,620.00,27.00,399.00,0.00,103.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""GRR"",""Grand Rapids, MI: Gerald R. Ford International"",160.00,20.00,11.28,0.00,7.68,0.00,1.03,1.00,0.00,780.00,521.00,0.00,235.00,0.00,24.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""GSO"",""Greensboro/High Point, NC: Piedmont Triad International"",18.00,3.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,60.00,20.00,0.00,0.00,0.00,40.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""GSP"",""Greer, SC: Greenville-Spartanburg International"",33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""HNL"",""Honolulu, HI: Daniel K Inouye International"",192.00,44.00,22.02,1.00,17.18,0.00,3.80,0.00,1.00,2983.00,1944.00,23.00,703.00,0.00,313.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""HOU"",""Houston, TX: William P Hobby"",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""IAD"",""Washington, DC: Washington Dulles International"",152.00,21.00,6.85,0.00,8.96,0.00,5.19,2.00,0.00,903.00,361.00,0.00,282.00,0.00,260.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""IAH"",""Houston, TX: George Bush Intercontinental/Houston"",275.00,46.00,19.44,0.00,26.33,0.00,0.23,2.00,1.00,2176.00,1409.00,0.00,697.00,0.00,70.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ICT"",""Wichita, KS: Wichita Dwight D Eisenhower National"",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""IND"",""Indianapolis, IN: Indianapolis International"",209.00,24.00,14.87,0.00,4.53,0.00,4.60,2.00,0.00,981.00,639.00,0.00,110.00,0.00,232.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""JAC"",""Jackson, WY: Jackson Hole"",117.00,28.00,10.73,0.00,13.23,0.00,4.05,4.00,2.00,2014.00,1322.00,0.00,365.00,0.00,327.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""JAX"",""Jacksonville, FL: Jacksonville International"",286.00,32.00,16.02,0.00,9.75,0.00,6.23,3.00,0.00,1132.00,688.00,0.00,266.00,0.00,178.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""JFK"",""New York, NY: John F. Kennedy International"",1391.00,234.00,76.06,5.53,107.20,0.72,44.49,45.00,1.00,14938.00,7124.00,493.00,3447.00,36.00,3838.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""KOA"",""Kona, HI: Ellison Onizuka Kona International at Keahole"",48.00,8.00,5.03,0.00,1.55,0.00,1.42,0.00,0.00,469.00,337.00,0.00,68.00,0.00,64.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""LAS"",""Las Vegas, NV: McCarran International"",904.00,130.00,40.28,4.90,79.45,0.00,5.36,12.00,2.00,7089.00,3538.00,1108.00,2249.00,0.00,194.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""LAX"",""Los Angeles, CA: Los Angeles International"",1928.00,246.00,64.51,4.61,161.91,0.00,14.96,19.00,5.00,13932.00,6924.00,577.00,5131.00,0.00,1300.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""LGA"",""New York, NY: LaGuardia"",1126.00,148.00,54.35,1.80,49.23,0.00,42.63,29.00,1.00,9856.00,4544.00,86.00,1765.00,0.00,3461.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""LIH"",""Lihue, HI: Lihue Airport"",32.00,5.00,2.42,0.00,2.06,0.00,0.52,3.00,0.00,325.00,239.00,0.00,58.00,0.00,28.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""LIT"",""Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"",31.00,3.00,1.00,0.00,0.10,0.00,1.90,0.00,0.00,157.00,47.00,0.00,9.00,0.00,101.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MCI"",""Kansas City, MO: Kansas City International"",232.00,36.00,14.19,0.00,17.11,0.00,4.70,0.00,0.00,1226.00,634.00,0.00,402.00,0.00,190.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MCO"",""Orlando, FL: Orlando International"",1240.00,182.00,68.44,6.94,84.03,0.00,22.59,12.00,1.00,10914.00,5923.00,475.00,2902.00,0.00,1614.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MDW"",""Chicago, IL: Chicago Midway International"",4.00,1.00,0.89,0.00,0.11,0.00,0.00,0.00,0.00,19.00,17.00,0.00,2.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MEM"",""Memphis, TN: Memphis International"",236.00,28.00,13.43,0.16,9.01,0.00,5.40,0.00,0.00,1733.00,971.00,6.00,502.00,0.00,254.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MIA"",""Miami, FL: Miami International"",619.00,94.00,34.64,1.89,47.70,0.67,9.10,11.00,0.00,4594.00,2424.00,174.00,1495.00,60.00,441.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MKE"",""Milwaukee, WI: General Mitchell International"",140.00,13.00,5.40,0.00,5.04,0.00,2.55,0.00,0.00,312.00,118.00,0.00,107.00,0.00,87.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MLB"",""Melbourne, FL: Melbourne International"",85.00,7.00,3.82,0.00,1.71,0.00,1.47,0.00,0.00,272.00,143.00,0.00,97.00,0.00,32.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MSO"",""Missoula, MT: Missoula International"",18.00,4.00,2.59,0.00,1.41,0.00,0.00,0.00,0.00,269.00,235.00,0.00,34.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MSP"",""Minneapolis, MN: Minneapolis-St Paul International"",3108.00,366.00,98.26,15.05,198.48,1.00,53.20,74.00,2.00,27496.00,9319.00,7920.00,6344.00,28.00,3885.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MSY"",""New Orleans, LA: Louis Armstrong New Orleans International"",285.00,37.00,11.61,0.00,21.97,0.00,3.42,0.00,0.00,1254.00,462.00,0.00,588.00,0.00,204.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""MYR"",""Myrtle Beach, SC: Myrtle Beach International"",31.00,2.00,0.91,0.00,0.09,0.00,1.00,0.00,0.00,85.00,30.00,0.00,3.00,0.00,52.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""OAK"",""Oakland, CA: Metropolitan Oakland International"",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""OGG"",""Kahului, HI: Kahului Airport"",87.00,24.00,10.10,0.00,9.93,0.00,3.97,0.00,0.00,1438.00,430.00,0.00,330.00,0.00,678.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""OKC"",""Oklahoma City, OK: Will Rogers World"",34.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""OMA"",""Omaha, NE: Eppley Airfield"",44.00,2.00,0.86,0.00,0.14,0.00,1.00,0.00,0.00,66.00,36.00,0.00,6.00,0.00,24.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ONT"",""Ontario, CA: Ontario International"",122.00,15.00,4.53,0.00,9.62,0.85,0.00,1.00,0.00,395.00,136.00,0.00,206.00,53.00,0.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ORD"",""Chicago, IL: Chicago O'Hare International"",314.00,54.00,25.79,1.00,24.51,0.00,2.70,1.00,0.00,2223.00,1266.00,40.00,713.00,0.00,204.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""ORF"",""Norfolk, VA: Norfolk International"",196.00,14.00,6.85,0.00,6.34,0.00,0.81,1.00,1.00,748.00,350.00,0.00,343.00,0.00,55.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""PBI"",""West Palm Beach/Palm Beach, FL: Palm Beach International"",379.00,43.00,12.49,0.00,25.58,1.00,3.93,6.00,0.00,2136.00,1057.00,0.00,868.00,41.00,170.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""PDX"",""Portland, OR: Portland International"",392.00,41.00,15.24,0.87,22.10,0.00,2.79,4.00,1.00,1813.00,940.00,160.00,524.00,0.00,189.00,"
"2020,12,""DL"",""Delta Air Lines Inc."",""PHL"",""Philadelphia, PA: Philadelphia International"",276.00,30.00,12.93,0.00,16.24,0.83,0.00,1.00,0.00,955.00,541.00,0.00,384.00,30.00,0.00,"
